Relation Matrix:
          A   B   C   D   E   F   G   H   I   J   K   L   M   N   O   P   Q   R   S   T   U   V   W   X   Y   Sum
W   | [ -3016.5 -3820.0 -1868.0 -1126.5 -2487.0   156.5 -1665.0 -3557.5 -1456.5 -2856.5 -1455.0 -3767.0 -1035.0 -2347.5 -2878.0 -3587.5 -1233.5  -602.5 -3790.0 -2696.5       0 -1050.0 -2230.0] -48369.5
X   | [ -2309.5 -3795.0 -3339.0 -2729.5 -3650.0 -3470.5 -2322.0 -2982.5 -2322.5  -125.5  -902.0 -3236.0 -1406.0 -1354.5 -2193.0 -1626.5 -2550.5 -2964.5  -905.0  -295.5 -1050.0       0 -3085.0] -48614.5
Y   | [ -3555.5 -2225.0 -2429.0 -1489.5 -2454.0 -1790.5 -3480.0 -2512.5 -1126.5 -2471.5 -2720.0 -1930.0 -2630.0 -1632.5 -3791.0  -870.5  -584.5  -690.5 -1667.0 -2993.5 -2230.0 -3085.0       0] -48358.5

Relation Matrix:
            A     B     C    DE     F     G     H     J     K     L     M     N     O     P     Q     S    IT     U    RV     W     X     Y      Sum
A   | [     0   126   102  81.0   124   160    79 116.0    16   137   129   156   119    62    70   100  76.0   116    31    48    69    24] 1941.0
B   | [   126     0    72 114.0   146   161    68 142.5   159   159   134    29    90   111   162   129 100.0    53    93    24    14    97] 2183.5
C   | [   102    72     0 169.0    68    41   139  96.5    66    40    88    69    47    94    17   121  95.0   135    40    92    14    67] 1672.5
DE  | [  81.0 114.0 169.0     0  93.0 145.5 161.0 139.0  65.5  90.0  64.0  34.0 124.5 141.5 138.0 106.5 73.25  60.0 107.5 108.5  34.5 101.5] 2151.75
F   | [   124   146    68  93.0     0    28   100 124.5    86    36    43   167    17    94   189    75 169.5    51   134   199    23   111] 2078.0
G   | [   160   161    41 145.5    28     0   105 121.5   125   191   120    87   188    98   172   106  93.0    60    41   129    88    47] 2307.0
H   | [    79    68   139 161.0   100   105     0  64.5   183    61    92    50   191   143   120    99 150.5    80    81    36    51    84] 2138.0
J   | [ 116.0 142.5  96.5 139.0 124.5 121.5  64.5     0 111.0  53.0 105.5 150.0  48.0 148.5  39.0 101.5  51.5 145.0  81.0 133.5  83.0 149.0] 2204.0
K   | [    16   159    66  65.5    86   125   183 111.0     0    36   147    74    30   161   110   197 125.0   170   116    72   185    90] 2324.5
L   | [   137   159    40  90.0    36   191    61  53.0    36     0   129    47    45   101   124    46 146.5   112   122   122   136    65] 1998.5
M   | [   129   134    88  64.0    43   120    92 105.5   147   129     0   170    48    38    92   142 127.0    69    84    14    27    98] 1960.5
N   | [   156    29    69  34.0   167    87    50 150.0    74    47   170     0   122    16    33    87  79.5   146    61   133   105    61] 1876.5
O   | [   119    90    47 124.5    17   188   191  48.0    30    45    48   122     0   196   196    45 121.0    64    48    86   120   119] 2064.5
P   | [    62   111    94 141.5    94    98   143 148.5   161   101    38    16   196     0    35    65  58.0    50   178    57    77    16] 1940.0
Q   | [    70   162    17 138.0   189   172   120  39.0   110   124    92    33   196    35     0   128 162.0   103   162    45   123   169] 2389.0
S   | [   100   129   121 106.5    75   106    99 101.5   197    46   142    87    45    65   128     0 104.5   176    25   144    73   174] 2244.5
IT  | [  76.0 100.0  95.0 73.25 169.5  93.0 150.5  51.5 125.0 146.5 127.0  79.5 121.0  58.0 162.0 104.5     0  90.5 141.0 177.0  58.5 173.5] 2372.75
U   | [   116    53   135  60.0    51    60    80 145.0   170   112    69   146    64    50   103   176  90.5     0    86    16   136   113] 2031.5
RV  | [    31    93    40 107.5   134    41    81  81.0   116   122    84    61    48   178   162    25 141.0    86     0    62   160    49] 1902.5
W   | [    48    24    92 108.5   199   129    36 133.5    72   122    14   133    86    57    45   144 177.0    16    62     0   126    84] 1908.0
X   | [    69    14    14  34.5    23    88    51  83.0   185   136    27   105   120    77   123    73  58.5   136   160   126     0    34] 1737.0
Y   | [    24    97    67 101.5   111    47    84 149.0    90    65    98    61   119    16   169   174 173.5   113    49    84    34     0] 1926.0

Q-Score Matrix:
               A        B        C       DE        F        G        H        J        K        L        M        N        O        P        Q        S       IT        U       RV        W        X        Y        Sum
A   | [        0  -1478.5  -1471.5 -2391.75  -1415.0   -888.0  -2420.0  -1709.0  -3929.5  -1062.5  -1192.5   -541.5  -1506.5  -2579.0  -2860.0  -2085.5 -2717.75  -1536.5  -3192.5  -2841.0  -2229.0  -3363.0] -43410.5
B   | [  -1478.5        0  -2344.0 -1941.25  -1195.5  -1109.5  -2893.5  -1395.0  -1169.0   -843.0  -1330.0  -3451.0  -2358.0  -1792.5  -1170.5  -1719.0 -2456.25  -3102.0  -2133.0  -3587.5  -3626.5  -2072.5] -43168.0
C   | [  -1471.5  -2344.0        0  -275.25  -2322.5  -3118.5   -891.5  -1850.0  -2611.0  -2831.0  -1785.0  -2100.0  -2750.0  -1638.5  -3704.5  -1376.0 -2050.25   -869.0  -2735.0  -1648.5  -3115.5  -2191.5] -43679.0
DE  | [ -2391.75 -1941.25  -275.25        0 -2276.75 -1403.25  -908.75 -1436.75 -3100.75 -2260.25 -2768.25 -3314.25 -1601.75 -1120.25 -1642.75 -2159.75 -2986.25 -2923.25 -1796.75 -1781.25 -3164.25 -1946.25] -43199.75
F   | [  -1415.0  -1195.5  -2322.5 -2276.75        0  -3797.0  -2116.0  -1667.5  -2596.5  -3320.5  -3135.5   -447.5  -3785.5  -2044.0   -498.0  -2747.5  -891.25  -3038.5  -1166.5    193.0  -3332.0  -1673.0] -43273.5
G   | [   -888.0  -1109.5  -3118.5 -1403.25  -3797.0        0  -2240.0  -1959.5  -2006.5   -294.5  -1747.5  -2356.5   -423.5  -2189.0  -1084.0  -2325.5 -2726.75  -3078.5  -3348.5  -1506.0  -2196.0  -3246.0] -43044.5
H   | [  -2420.0  -2893.5   -891.5  -908.75  -2116.0  -2240.0        0  -2987.5   -619.5  -2855.5  -2166.5  -2964.5   -191.5  -1075.0  -2007.0  -2303.5 -1350.25  -2489.5  -2339.5  -3290.0  -2804.0  -2300.0] -43213.5
J   | [  -1709.0  -1395.0  -1850.0 -1436.75  -1667.5  -1959.5  -2987.5        0  -2197.5  -3089.5  -1949.0   -930.5  -3260.5  -1025.5  -3774.0  -2317.0 -3495.25  -1190.5  -2405.5  -1308.5  -2198.0  -1001.0] -43147.5
K   | [  -3929.5  -1169.0  -2611.0 -3100.75  -2596.5  -2006.5   -619.5  -2197.5        0  -3567.0  -1198.0  -2647.0  -3759.0   -883.5  -2403.5   -432.0 -2072.25   -786.0  -1791.0  -2720.5   -176.5  -2360.5] -43027.0
L   | [  -1062.5   -843.0  -2831.0 -2260.25  -3320.5   -294.5  -2855.5  -3089.5  -3567.0        0  -1250.0  -2888.0  -3118.0  -1817.5  -1783.5  -3277.0 -1294.75  -1678.0  -1339.0  -1344.5   -879.5  -2559.5] -43353.0
M   | [  -1192.5  -1330.0  -1785.0 -2768.25  -3135.5  -1747.5  -2166.5  -1949.0  -1198.0  -1250.0        0   -267.0  -3017.0  -3102.5  -2417.5  -1223.0 -1666.25  -2543.0  -2099.0  -3574.5  -3130.5  -1828.5] -43391.0
N   | [   -541.5  -3451.0  -2100.0 -3314.25   -447.5  -2356.5  -2964.5   -930.5  -2647.0  -2888.0   -267.0        0  -1379.0  -3480.5  -3572.5  -2294.0 -2579.75   -842.0  -2498.0   -991.5  -1408.5  -2521.5] -43475.0
O   | [  -1506.5  -2358.0  -2750.0 -1601.75  -3785.5   -423.5   -191.5  -3260.5  -3759.0  -3118.0  -3017.0  -1379.0        0    111.5   -337.5  -3364.0 -1896.25  -2752.0  -2959.0  -2166.5  -1281.5  -1491.5] -43287.0
P   | [  -2579.0  -1792.5  -1638.5 -1120.25  -2044.0  -2189.0  -1075.0  -1025.5   -883.5  -1817.5  -3102.5  -3480.5    111.5        0  -3594.0  -2819.5 -3094.75  -2921.5   -104.5  -2651.0  -2060.0  -3530.0] -43411.5
Q   | [  -2860.0  -1170.5  -3704.5 -1642.75   -498.0  -1084.0  -2007.0  -3774.0  -2403.5  -1783.5  -2417.5  -3572.5   -337.5  -3594.0        0  -1945.5 -1359.75  -2257.5   -889.5  -3352.0  -1543.0   -766.0] -42962.5
S   | [  -2085.5  -1719.0  -1376.0 -2159.75  -2747.5  -2325.5  -2303.5  -2317.0   -432.0  -3277.0  -1223.0  -2294.0  -3364.0  -2819.5  -1945.5        0 -2422.75   -580.0  -3622.0  -1128.5  -2448.5   -516.5] -43107.0
IT  | [ -2717.75 -2456.25 -2050.25 -2986.25  -891.25 -2726.75 -1350.25 -3495.25 -2072.25 -1294.75 -1666.25 -2579.75 -1896.25 -3094.75 -1359.75 -2422.75        0 -2503.75 -1314.25  -563.75 -2881.25  -655.25] -42978.75
U   | [  -1536.5  -3102.0   -869.0 -2923.25  -3038.5  -3078.5  -2489.5  -1190.5   -786.0  -1678.0  -2543.0   -842.0  -2752.0  -2921.5  -2257.5   -580.0 -2503.75        0  -2128.0  -3603.5   -912.5  -1584.5] -43320.0
RV  | [  -3192.5  -2133.0  -2735.0 -1796.75  -1166.5  -3348.5  -2339.5  -2405.5  -1791.0  -1339.0  -2099.0  -2498.0  -2959.0   -104.5   -889.5  -3622.0 -1314.25  -2128.0        0  -2508.5   -279.5  -2799.5] -43449.0
W   | [  -2841.0  -3587.5  -1648.5 -1781.25    193.0  -1506.0  -3290.0  -1308.5  -2720.5  -1344.5  -3574.5   -991.5  -2166.5  -2651.0  -3352.0  -1128.5  -563.75  -3603.5  -2508.5        0   -999.0  -2070.0] -43443.5
X   | [  -2229.0  -3626.5  -3115.5 -3164.25  -3332.0  -2196.0  -2804.0  -2198.0   -176.5   -879.5  -3130.5  -1408.5  -1281.5  -2060.0  -1543.0  -2448.5 -2881.25   -912.5   -279.5   -999.0        0  -2949.0] -43614.5
Y   | [  -3363.0  -2072.5  -2191.5 -1946.25  -1673.0  -3246.0  -2300.0  -1001.0  -2360.5  -2559.5  -1828.5  -2521.5  -1491.5  -3530.0   -766.0   -516.5  -655.25  -1584.5  -2799.5  -2070.0  -2949.0        0] -43425.5

Relation Matrix:
            B     C    DE     F     G     H     J    AK     L     M     N     O     P     Q     S    IT     U    RV     W     X     Y      Sum
B   | [     0 134.5  76.0 65.25  97.0 134.5 123.0 105.5  78.5 130.0 107.0  66.5 103.5  82.0 140.5  92.5 135.0  65.5  52.0 119.0  49.0] 1956.75
C   | [ 134.5     0    72 114.0   146   161    68 142.5   159   134    29    90   111   162   129 100.0    53    93    24    14    97] 2033.0
DE  | [  76.0    72     0 169.0    68    41   139  96.5    40    88    69    47    94    17   121  95.0   135    40    92    14    67] 1580.5
F   | [ 65.25 114.0 169.0     0  93.0 145.5 161.0 139.0  90.0  64.0  34.0 124.5 141.5 138.0 106.5 73.25  60.0 107.5 108.5  34.5 101.5] 2070.5
G   | [  97.0   146    68  93.0     0    28   100 124.5    36    43   167    17    94   189    75 169.5    51   134   199    23   111] 1965.0
H   | [ 134.5   161    41 145.5    28     0   105 121.5   191   120    87   188    98   172   106  93.0    60    41   129    88    47] 2156.5
J   | [ 123.0    68   139 161.0   100   105     0  64.5    61    92    50   191   143   120    99 150.5    80    81    36    51    84] 1999.0
AK  | [ 105.5 142.5  96.5 139.0 124.5 121.5  64.5     0  53.0 105.5 150.0  48.0 148.5  39.0 101.5  51.5 145.0  81.0 133.5  83.0 149.0] 2082.5
L   | [  78.5   159    40  90.0    36   191    61  53.0     0   129    47    45   101   124    46 146.5   112   122   122   136    65] 1904.0
M   | [ 130.0   134    88  64.0    43   120    92 105.5   129     0   170    48    38    92   142 127.0    69    84    14    27    98] 1814.5
N   | [ 107.0    29    69  34.0   167    87    50 150.0    47   170     0   122    16    33    87  79.5   146    61   133   105    61] 1753.5
O   | [  66.5    90    47 124.5    17   188   191  48.0    45    48   122     0   196   196    45 121.0    64    48    86   120   119] 1982.0
P   | [ 103.5   111    94 141.5    94    98   143 148.5   101    38    16   196     0    35    65  58.0    50   178    57    77    16] 1820.5
Q   | [  82.0   162    17 138.0   189   172   120  39.0   124    92    33   196    35     0   128 162.0   103   162    45   123   169] 2291.0
S   | [ 140.5   129   121 106.5    75   106    99 101.5    46   142    87    45    65   128     0 104.5   176    25   144    73   174] 2088.0
IT  | [  92.5 100.0  95.0 73.25 169.5  93.0 150.5  51.5 146.5 127.0  79.5 121.0  58.0 162.0 104.5     0  90.5 141.0 177.0  58.5 173.5] 2264.25
U   | [ 135.0    53   135  60.0    51    60    80 145.0   112    69   146    64    50   103   176  90.5     0    86    16   136   113] 1880.5
RV  | [  65.5    93    40 107.5   134    41    81  81.0   122    84    61    48   178   162    25 141.0    86     0    62   160    49] 1821.0
W   | [  52.0    24    92 108.5   199   129    36 133.5   122    14   133    86    57    45   144 177.0    16    62     0   126    84] 1840.0
X   | [ 119.0    14    14  34.5    23    88    51  83.0   136    27   105   120    77   123    73  58.5   136   160   126     0    34] 1602.0
Y   | [  49.0    97    67 101.5   111    47    84 149.0    65    98    61   119    16   169   174 173.5   113    49    84    34     0] 1861.0

Q-Score Matrix:
               B        C       DE        F        G        H        J       AK        L        M        N        O        P        Q        S       IT        U       RV        W        X        Y        Sum
B   | [        0 -1299.75 -2017.25 -2722.25 -1981.75 -1423.25 -1495.75 -1929.25 -2290.75 -1171.25 -1570.25 -2608.75 -1707.25 -2607.75 -1234.75  -2371.0 -1137.25 -2467.75 -2756.75 -1178.75 -2837.75] -38809.25
C   | [ -1299.75        0  -2173.5  -1823.5  -1078.0   -969.5  -2672.0  -1265.5   -757.0  -1167.5  -3206.5  -2215.0  -1633.5  -1084.0  -1541.0 -2297.25  -2853.5  -1994.0  -3393.0  -3355.0  -1954.0] -38733.0
DE  | [ -2017.25  -2173.5        0   -271.0  -2185.5  -2917.0   -799.5  -1733.0  -2684.5  -1635.0  -1954.0  -2622.5  -1521.0  -3531.5  -1248.5 -1944.75   -761.0  -2601.5  -1580.5  -2902.5  -2101.5] -39185.5
F   | [ -2722.25  -1823.5   -271.0        0  -2175.5  -1317.0   -849.5  -1373.0  -2174.5  -2605.0  -3144.0  -1562.5  -1061.0  -1601.5  -2028.5 -2869.75  -2751.0  -1741.5  -1740.5  -2982.5  -1901.5] -38695.5
G   | [ -1981.75  -1078.0  -2185.5  -2175.5        0  -3561.5  -1964.0  -1557.5  -3149.0  -2919.5   -378.5  -3607.0  -1905.5   -476.0  -2553.0  -839.25  -2825.5  -1106.0    175.0  -3107.0  -1606.0] -38801.0
H   | [ -1423.25   -969.5  -2917.0  -1317.0  -3561.5        0  -2055.5  -1809.0   -240.5  -1571.0  -2170.0   -378.5  -2017.0  -1007.5  -2124.5 -2560.75  -2837.0  -3157.5  -1416.5  -1998.5  -3077.5] -38609.5
J   | [ -1495.75  -2672.0   -799.5   -849.5  -1964.0  -2055.5        0  -2791.5  -2683.0  -1973.5  -2752.5   -161.0   -959.5  -1890.0  -2107.0 -1253.25  -2279.5  -2200.0  -3119.0  -2581.0  -2180.0] -38767.0
AK  | [ -1929.25  -1265.5  -1733.0  -1373.0  -1557.5  -1809.0  -2791.5        0  -2926.5  -1787.0   -836.0  -3104.5   -933.0  -3593.5  -2140.5 -3316.75  -1063.0  -2283.5  -1252.5  -2024.5   -963.5] -38683.5
L   | [ -2290.75   -757.0  -2684.5  -2174.5  -3149.0   -240.5  -2683.0  -2926.5        0  -1138.5  -2717.5  -2986.0  -1704.5  -1715.0  -3072.0 -1238.25  -1544.5  -1285.0  -1304.0   -786.0  -2465.0] -38862.0
M   | [ -1171.25  -1167.5  -1635.0  -2605.0  -2919.5  -1571.0  -1973.5  -1787.0  -1138.5        0   -168.0  -2836.5  -2875.0  -2265.5  -1062.5 -1538.75  -2315.0  -1955.5  -3374.5  -2876.5  -1715.5] -38951.5
N   | [ -1570.25  -3206.5  -1954.0  -3144.0   -378.5  -2170.0  -2752.5   -836.0  -2717.5   -168.0        0  -1295.5  -3254.0  -3384.5  -2101.5 -2427.75   -714.0  -2354.5   -933.5  -1255.5  -2394.5] -39012.5
O   | [ -2608.75  -2215.0  -2622.5  -1562.5  -3607.0   -378.5   -161.0  -3104.5  -2986.0  -2836.5  -1295.5        0    117.5   -353.0  -3170.0 -1826.25  -2582.5  -2843.0  -2102.0  -1184.0  -1463.0] -38784.0
P   | [ -1707.25  -1633.5  -1521.0  -1061.0  -1905.5  -2017.0   -959.5   -933.0  -1704.5  -2875.0  -3254.0    117.5        0  -3411.5  -2608.5 -2924.75  -2701.0    -81.5  -2520.5  -1882.5  -3361.5] -38945.5
Q   | [ -2607.75  -1084.0  -3531.5  -1601.5   -476.0  -1007.5  -1890.0  -3593.5  -1715.0  -2265.5  -3384.5   -353.0  -3411.5        0  -1819.0 -1315.25  -2111.5   -872.0  -3231.0  -1433.0   -772.0] -38475.0
S   | [ -1234.75  -1541.0  -1248.5  -2028.5  -2553.0  -2124.5  -2107.0  -2140.5  -3072.0  -1062.5  -2101.5  -3170.0  -2608.5  -1819.0        0 -2262.25   -448.5  -3409.0  -1048.0  -2230.0   -469.0] -38678.0
IT  | [  -2371.0 -2297.25 -1944.75 -2869.75  -839.25 -2560.75 -1253.25 -3316.75 -1238.25 -1538.75 -2427.75 -1826.25 -2924.75 -1315.25 -2262.25        0 -2334.75 -1265.25  -564.25 -2696.25  -655.25] -38501.75
U   | [ -1137.25  -2853.5   -761.0  -2751.0  -2825.5  -2837.0  -2279.5  -1063.0  -1544.5  -2315.0   -714.0  -2582.5  -2701.0  -2111.5   -448.5 -2334.75        0  -1981.5  -3400.5   -762.5  -1481.5] -38885.5
RV  | [ -2467.75  -1994.0  -2601.5  -1741.5  -1106.0  -3157.5  -2200.0  -2283.5  -1285.0  -1955.5  -2354.5  -2843.0    -81.5   -872.0  -3409.0 -1265.25  -1981.5        0  -2421.0   -223.0  -2702.0] -38945.0
W   | [ -2756.75  -3393.0  -1580.5  -1740.5    175.0  -1416.5  -3119.0  -1252.5  -1304.0  -3374.5   -933.5  -2102.0  -2520.5  -3231.0  -1048.0  -564.25  -3400.5  -2421.0        0   -922.0  -2021.0] -38926.0
X   | [ -1178.75  -3355.0  -2902.5  -2982.5  -3107.0  -1998.5  -2581.0  -2024.5   -786.0  -2876.5  -1255.5  -1184.0  -1882.5  -1433.0  -2230.0 -2696.25   -762.5   -223.0   -922.0        0  -2783.0] -39164.0
Y   | [ -2837.75  -1954.0  -2101.5  -1901.5  -1606.0  -3077.5  -2180.0   -963.5  -2465.0  -1715.5  -2394.5  -1463.0  -3361.5   -772.0   -469.0  -655.25  -1481.5  -2702.0  -2021.0  -2783.0        0] -38905.0

Relation Matrix:
            B     C    DE     F     H     J    AK     L     M     N    GO     P     Q     S    IT     U    RV     W     X     Y      Sum
B   | [     0 134.5  76.0 65.25 73.25 134.5 123.0 105.5  78.5 130.0 107.0 103.5  82.0 140.5  92.5 135.0  65.5  52.0 119.0  49.0] 1866.5
C   | [ 134.5     0    72 114.0 109.5   161    68 142.5   159   134    29   111   162   129 100.0    53    93    24    14    97] 1906.5
DE  | [  76.0    72     0 169.0  49.0    41   139  96.5    40    88    69    94    17   121  95.0   135    40    92    14    67] 1514.5
F   | [ 65.25 114.0 169.0     0100.25 145.5 161.0 139.0  90.0  64.0  34.0 141.5 138.0 106.5 73.25  60.0 107.5 108.5  34.5 101.5] 1953.25
H   | [ 73.25 109.5  49.0100.25     0  99.5 137.0 77.75  32.0  37.0 136.0 136.5 184.0  51.5136.75  49.0  82.5 134.0  63.0 106.5] 1795.0
J   | [ 134.5   161    41 145.5  99.5     0   105 121.5   191   120    87    98   172   106  93.0    60    41   129    88    47] 2040.0
AK  | [ 123.0    68   139 161.0 137.0   105     0  64.5    61    92    50   143   120    99 150.5    80    81    36    51    84] 1845.0
L   | [ 105.5 142.5  96.5 139.0 77.75 121.5  64.5     0  53.0 105.5 150.0 148.5  39.0 101.5  51.5 145.0  81.0 133.5  83.0 149.0] 1987.75
M   | [  78.5   159    40  90.0  32.0   191    61  53.0     0   129    47   101   124    46 146.5   112   122   122   136    65] 1855.0
N   | [ 130.0   134    88  64.0  37.0   120    92 105.5   129     0   170    38    92   142 127.0    69    84    14    27    98] 1760.5
GO  | [ 107.0    29    69  34.0 136.0    87    50 150.0    47   170     0    16    33    87  79.5   146    61   133   105    61] 1600.5
P   | [ 103.5   111    94 141.5 136.5    98   143 148.5   101    38    16     0    35    65  58.0    50   178    57    77    16] 1667.0
Q   | [  82.0   162    17 138.0 184.0   172   120  39.0   124    92    33    35     0   128 162.0   103   162    45   123   169] 2090.0
S   | [ 140.5   129   121 106.5  51.5   106    99 101.5    46   142    87    65   128     0 104.5   176    25   144    73   174] 2019.5
IT  | [  92.5 100.0  95.0 73.25136.75  93.0 150.5  51.5 146.5 127.0  79.5  58.0 162.0 104.5     0  90.5 141.0 177.0  58.5 173.5] 2110.5
U   | [ 135.0    53   135  60.0  49.0    60    80 145.0   112    69   146    50   103   176  90.5     0    86    16   136   113] 1814.5
RV  | [  65.5    93    40 107.5  82.5    41    81  81.0   122    84    61   178   162    25 141.0    86     0    62   160    49] 1721.5
W   | [  52.0    24    92 108.5 134.0   129    36 133.5   122    14   133    57    45   144 177.0    16    62     0   126    84] 1689.0
X   | [ 119.0    14    14  34.5  63.0    88    51  83.0   136    27   105    77   123    73  58.5   136   160   126     0    34] 1522.0
Y   | [  49.0    97    67 101.5 106.5    47    84 149.0    65    98    61    16   169   174 173.5   113    49    84    34     0] 1737.5

Q-Score Matrix:
               B        C       DE        F        H        J       AK        L        M        N       GO        P        Q        S       IT        U       RV        W        X        Y        Sum
B   | [        0  -1217.5  -1937.0  -2580.0 -2269.75  -1351.0  -1374.5 -1849.75  -2230.0  -1157.0  -1434.0  -1567.0  -2398.5  -1216.5  -2219.5  -1116.0  -2343.5  -2567.5  -1127.5  -2673.0] -34629.5
C   | [  -1217.5        0  -2053.0 -1693.75  -1621.0   -887.5  -2459.5 -1186.75   -740.5  -1121.0  -2956.0  -1464.5   -918.5  -1475.0  -2117.0  -2714.0  -1861.0  -3139.5  -3162.5  -1801.0] -34589.5
DE  | [  -1937.0  -2053.0        0  -256.75  -2378.5  -2775.5   -718.5 -1668.75  -2609.5  -1603.0  -1804.0  -1395.5  -3281.5  -1235.0  -1820.0   -764.0  -2476.0  -1455.5  -2770.5  -1979.0] -34981.5
F   | [  -2580.0 -1693.75  -256.75        0  -1843.5 -1228.75  -739.25  -1300.0 -2098.25 -2497.75 -2907.75  -931.75 -1421.25 -1949.25  -2672.0 -2627.75 -1632.25 -1580.75 -2819.75 -1762.25] -34542.75
H   | [ -2269.75  -1621.0  -2378.5  -1843.5        0  -1944.5  -1037.0  -2305.5  -3042.0  -2852.5   -811.5   -868.5   -389.0  -2836.0 -1307.25  -2678.5  -1949.0   -938.0  -2120.0  -1509.0] -34701.0
J   | [  -1351.0   -887.5  -2775.5 -1228.75  -1944.5        0  -1890.0 -1719.25   -266.0  -1520.5  -1987.5  -1845.0   -862.0  -2045.5  -2383.5  -2714.5  -2982.5  -1278.0  -1890.0  -2884.5] -34456.0
AK  | [  -1374.5  -2459.5   -718.5  -739.25  -1037.0  -1890.0        0 -2607.25  -2541.0  -1857.5  -2495.5   -795.0  -1655.0  -1983.5  -1096.0  -2139.5  -2027.5  -2850.0  -2398.0  -1986.5] -34651.0
L   | [ -1849.75 -1186.75 -1668.75  -1300.0  -2305.5 -1719.25 -2607.25        0 -2835.75 -1743.75  -738.25  -833.25 -3336.75 -2078.75 -3119.75 -1047.25 -2170.25 -1140.25 -1932.75  -894.25] -34508.25
M   | [  -2230.0   -740.5  -2609.5 -2098.25  -3042.0   -266.0  -2541.0 -2835.75        0  -1164.5  -2562.5  -1603.0  -1589.0  -3000.5  -1182.0  -1541.5  -1258.5  -1226.0   -793.0  -2357.5] -34641.0
N   | [  -1157.0  -1121.0  -1603.0 -2497.75  -2852.5  -1520.5  -1857.5 -1743.75  -1164.5        0   -131.0  -2705.5  -2102.5  -1082.0  -1458.0  -2264.0  -1886.0  -3183.5  -2769.5  -1636.0] -34735.5
GO  | [  -1434.0  -2956.0  -1804.0 -2907.75   -811.5  -1987.5  -2495.5  -738.25  -2562.5   -131.0        0  -2963.5  -3063.5  -1967.0  -2200.5   -641.0  -2163.0   -762.5  -1127.5  -2179.0] -34895.5
P   | [  -1567.0  -1464.5  -1395.5  -931.75   -868.5  -1845.0   -795.0  -833.25  -1603.0  -2705.5  -2963.5        0  -3092.0  -2451.5  -2675.5  -2531.5     -6.5  -2273.0  -1726.0  -3100.5] -34829.0
Q   | [  -2398.5   -918.5  -3281.5 -1421.25   -389.0   -862.0  -1655.0 -3336.75  -1589.0  -2102.5  -3063.5  -3092.0        0  -1677.5  -1122.5  -1947.5   -733.5  -2924.0  -1275.0   -616.5] -34406.0
S   | [  -1216.5  -1475.0  -1235.0 -1949.25  -2836.0  -2045.5  -1983.5 -2078.75  -3000.5  -1082.0  -1967.0  -2451.5  -1677.5        0  -2144.5   -490.0  -3266.0   -972.5  -2154.5   -451.0] -34476.5
IT  | [  -2219.5  -2117.0  -1820.0  -2672.0 -1307.25  -2383.5  -1096.0 -3119.75  -1182.0  -1458.0  -2200.5  -2675.5  -1122.5  -2144.5        0  -2205.5  -1153.0   -436.5  -2521.0   -551.5] -34385.5
U   | [  -1116.0  -2714.0   -764.0 -2627.75  -2678.5  -2714.5  -2139.5 -1047.25  -1541.5  -2264.0   -641.0  -2531.5  -1947.5   -490.0  -2205.5        0  -1902.0  -3199.5   -752.5  -1405.0] -34681.5
RV  | [  -2343.5  -1861.0  -2476.0 -1632.25  -1949.0  -2982.5  -2027.5 -2170.25  -1258.5  -1886.0  -2163.0     -6.5   -733.5  -3266.0  -1153.0  -1902.0        0  -2232.5   -203.5  -2528.0] -34774.5
W   | [  -2567.5  -3139.5  -1455.5 -1580.75   -938.0  -1278.0  -2850.0 -1140.25  -1226.0  -3183.5   -762.5  -2273.0  -2924.0   -972.5   -436.5  -3199.5  -2232.5        0   -817.0  -1830.5] -34807.0
X   | [  -1127.5  -3162.5  -2770.5 -2819.75  -2120.0  -1890.0  -2398.0 -1932.75   -793.0  -2769.5  -1127.5  -1726.0  -1275.0  -2154.5  -2521.0   -752.5   -203.5   -817.0        0  -2613.5] -34974.0
Y   | [  -2673.0  -1801.0  -1979.0 -1762.25  -1509.0  -2884.5  -1986.5  -894.25  -2357.5  -1636.0  -2179.0  -3100.5   -616.5   -451.0   -551.5  -1405.0  -2528.0  -1830.5  -2613.5        0] -34758.5

Relation Matrix:
            B     C    DE     F     H     J    AK     M     N    GO     P    LQ     S    IT     U    RV     W     X     Y       Sum
B   | [     0 134.5  76.0 65.25 73.25 134.5 123.0 74.25  78.5 130.0 107.0 103.5 140.5  92.5 135.0  65.5  52.0 119.0  49.0] 1753.25
C   | [ 134.5     0    72 114.0 109.5   161    68132.75   159   134    29   111   129 100.0    53    93    24    14    97] 1734.75
DE  | [  76.0    72     0 169.0  49.0    41   139 37.25    40    88    69    94   121  95.0   135    40    92    14    67] 1438.25
F   | [ 65.25 114.0 169.0     0100.25 145.5 161.0 119.0  90.0  64.0  34.0 141.5 106.5 73.25  60.0 107.5 108.5  34.5 101.5] 1795.25
H   | [ 73.25 109.5  49.0100.25     0  99.5 137.0111.375  32.0  37.0 136.0 136.5  51.5136.75  49.0  82.5 134.0  63.0 106.5] 1644.625
J   | [ 134.5   161    41 145.5  99.5     0   105127.25   191   120    87    98   106  93.0    60    41   129    88    47] 1873.75
AK  | [ 123.0    68   139 161.0 137.0   105     0 72.75    61    92    50   143    99 150.5    80    81    36    51    84] 1733.25
M   | [ 74.25132.75 37.25 119.0111.375127.25 72.75     0  69.0 79.25  72.0 72.25 95.25 87.25 104.5 102.0 69.75  83.5 139.5] 1648.875
